,Date,Heure,Comp,Tour,Jour,Tribune,Résultat,BM,BE,Adversaire,xG,xGA,Poss,Affluence,Capitaine,Formation,Arbitre,Rapport de match,Notes,Dist,CF,PénM,PénT,Buts,Tirs,TC,TC%,B/Tir,B/TC,Saison,Equipe
51,2022-05-01,20:45,Ligue 1,Journée 35,Dim,Domicile,D,0,3,Lyon,1.5,2.2,62.0,68784.0,Dimitri Payet,4-3-3,Antony Gautier,Rapport de match,,21.2,1.0,0.0,0.0,0.0,9.0,2.0,22.2,0.0,0.0,2022,Marseille
53,2022-05-08,17:05,Ligue 1,Journée 36,Dim,Extérieur,V,3,0,Lorient,1.8,0.3,68.0,,Steve Mandanda,4-3-3,Bastien Dechepy,Rapport de match,,11.3,0.0,0.0,0.0,3.0,9.0,6.0,66.7,0.33,0.5,2022,Marseille
54,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Extérieur,D,0,2,Rennes,0.5,1.5,60.0,,Steve Mandanda,4-3-3,Benoît Bastien,Rapport de match,,18.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,2022,Marseille
55,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Domicile,V,4,0,Strasbourg,2.6,0.9,60.0,,Steve Mandanda,3-4-3,Stéphanie Frappart,Rapport de match,,16.3,0.0,0.0,0.0,4.0,17.0,11.0,64.7,0.24,0.36,2022,Marseille
1,2021-08-06,21:00,Ligue 1,Journée 1,Ven,Domicile,N,1,1,Nantes,2.0,0.3,75.0,7500.0,Axel Disasi,4-4-2,Antony Gautier,Rapport de match,,13.8,1.0,0.0,0.0,1.0,15.0,2.0,13.3,0.07,0.5,2022,Monaco
3,2021-08-13,21:00,Ligue 1,Journée 2,Ven,Extérieur,D,0,1,Lorient,0.9,0.8,73.0,12149.0,Axel Disasi,3-4-3,Hakim Ben El Hadj Salem,Rapport de match,,13.9,0.0,0.0,0.0,0.0,12.0,3.0,25.0,0.0,0.0,2022,Monaco
5,2021-08-21,17:00,Ligue 1,Journée 3,Sam,Domicile,D,0,2,Lens,0.4,0.7,70.0,6483.0,Wissam Ben Yedder,4-4-1-1,Jérémie Pignard,Rapport de match,,22.2,1.0,0.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,2022,Monaco
7,2021-08-29,13:00,Ligue 1,Journée 4,Dim,Extérieur,V,2,1,Troyes,2.0,1.0,51.0,9866.0,Wissam Ben Yedder,4-2-3-1,Johan Hamel,Rapport de match,,13.0,0.0,0.0,0.0,2.0,7.0,4.0,57.1,0.29,0.5,2022,Monaco
8,2021-09-11,21:00,Ligue 1,Journée 5,Sam,Domicile,D,0,2,Marseille,0.7,1.8,51.0,8615.0,Wissam Ben Yedder,4-4-2,Stéphanie Frappart,Rapport de match,,13.4,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,2022,Monaco
10,2021-09-19,13:00,Ligue 1,Journée 6,Dim,Extérieur,N,2,2,Nice,2.3,1.9,51.0,,Wissam Ben Yedder,3-4-3,François Letexier,Rapport de match,,14.9,0.0,1.0,1.0,2.0,7.0,2.0,28.6,0.14,0.5,2022,Monaco
11,2021-09-22,19:00,Ligue 1,Journée 7,Mer,Domicile,V,3,1,Saint-Étienne,1.9,0.4,65.0,3579.0,Axel Disasi,3-4-3,Jérôme Brisard,Rapport de match,,16.2,1.0,1.0,1.0,3.0,14.0,6.0,42.9,0.14,0.33,2022,Monaco
12,2021-09-26,17:00,Ligue 1,Journée 8,Dim,Extérieur,V,3,1,Clermont Foot,1.3,1.3,47.0,11529.0,Wissam Ben Yedder,4-2-3-1,Benoît Millot,Rapport de match,,12.5,1.0,0.0,0.0,3.0,6.0,3.0,50.0,0.5,1.0,2022,Monaco
14,2021-10-03,15:00,Ligue 1,Journée 9,Dim,Domicile,V,3,0,Bordeaux,1.4,0.3,57.0,3667.0,Wissam Ben Yedder,4-2-3-1,Clément Turpin,Rapport de match,,21.2,1.0,1.0,1.0,3.0,11.0,3.0,27.3,0.18,0.67,2022,Monaco
15,2021-10-16,21:00,Ligue 1,Journée 10,Sam,Extérieur,D,0,2,Lyon,0.6,2.6,39.0,50585.0,Wissam Ben Yedder,4-4-2,Amaury Delerue,Rapport de match,,15.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,0.0,0.0,2022,Monaco
17,2021-10-24,17:00,Ligue 1,Journée 11,Dim,Domicile,V,3,1,Montpellier,1.7,1.1,64.0,4861.0,Wissam Ben Yedder,4-4-2,François Letexier,Rapport de match,,16.4,1.0,0.0,0.0,3.0,14.0,4.0,28.6,0.21,0.75,2022,Monaco
18,2021-10-31,17:00,Ligue 1,Journée 12,Dim,Extérieur,D,0,2,Brest,0.4,1.5,66.0,12463.0,Wissam Ben Yedder,4-4-2,Johan Hamel,Rapport de match,,16.3,0.0,0.0,0.0,0.0,5.0,2.0,40.0,0.0,0.0,2022,Monaco
20,2021-11-07,15:00,Ligue 1,Journée 13,Dim,Extérieur,N,0,0,Reims,0.7,0.3,58.0,12080.0,Wissam Ben Yedder,4-4-2,Jérémie Pignard,Rapport de match,,21.9,0.0,0.0,0.0,0.0,12.0,2.0,16.7,0.0,0.0,2022,Monaco
21,2021-11-19,21:00,Ligue 1,Journée 14,Ven,Domicile,N,2,2,Lille,1.2,2.1,54.0,3778.0,Axel Disasi,4-4-2,Willy Delajod,Rapport de match,,16.7,1.0,0.0,0.0,2.0,17.0,7.0,41.2,0.12,0.29,2022,Monaco
23,2021-11-28,15:00,Ligue 1,Journée 15,Dim,Domicile,N,1,1,Strasbourg,1.7,1.0,59.0,3478.0,Wissam Ben Yedder,4-2-3-1,Antony Gautier,Rapport de match,,15.3,0.0,1.0,1.0,1.0,7.0,2.0,28.6,0.0,0.0,2022,Monaco
24,2021-12-01,19:00,Ligue 1,Journée 16,Mer,Extérieur,V,3,1,Angers,3.4,0.9,52.0,8267.0,Axel Disasi,4-2-3-1,Romain Lissorgue,Rapport de match,,12.9,0.0,0.0,0.0,3.0,14.0,8.0,57.1,0.21,0.38,2022,Monaco
25,2021-12-05,15:00,Ligue 1,Journée 17,Dim,Domicile,V,4,0,Metz,1.8,0.5,65.0,4923.0,Axel Disasi,4-2-3-1,Bastien Dechepy,Rapport de match,,17.5,0.0,1.0,1.0,4.0,7.0,4.0,57.1,0.43,0.75,2022,Monaco
27,2021-12-12,20:45,Ligue 1,Journée 18,Dim,Extérieur,D,0,2,Paris S-G,0.7,1.6,47.0,41154.0,Wissam Ben Yedder,4-2-3-1,Benoît Bastien,Rapport de match,,21.0,0.0,0.0,0.0,0.0,13.0,3.0,23.1,0.0,0.0,2022,Monaco
29,2021-12-22,21:00,Ligue 1,Journée 19,Mer,Domicile,V,2,1,Rennes,1.4,1.2,48.0,5354.0,Wissam Ben Yedder,4-2-3-1,Ruddy Buquet,Rapport de match,,15.7,0.0,1.0,1.0,2.0,10.0,2.0,20.0,0.1,0.5,2022,Monaco
31,2022-01-09,17:05,Ligue 1,Journée 20,Dim,Extérieur,N,0,0,Nantes,1.0,0.6,68.0,4133.0,Aurélien Tchouaméni,4-2-3-1,Thomas Léonard,Rapport de match,,14.0,0.0,0.0,0.0,0.0,9.0,1.0,11.1,0.0,0.0,2022,Monaco
32,2022-01-16,15:00,Ligue 1,Journée 21,Dim,Domicile,V,4,0,Clermont Foot,3.4,0.4,52.0,2633.0,Axel Disasi,3-4-3,Jeremy Stinat,Rapport de match,,13.9,1.0,1.0,1.0,4.0,18.0,9.0,50.0,0.17,0.33,2022,Monaco
33,2022-01-23,17:05,Ligue 1,Journée 22,Dim,Extérieur,D,2,3,Montpellier,1.3,2.0,61.0,5000.0,Wissam Ben Yedder,4-1-4-1,Jérémie Pignard,Rapport de match,,18.5,1.0,0.0,0.0,2.0,18.0,7.0,38.9,0.11,0.29,2022,Monaco
35,2022-02-05,21:00,Ligue 1,Journée 23,Sam,Domicile,V,2,0,Lyon,2.1,1.3,36.0,6550.0,Wissam Ben Yedder,4-1-4-1,Ruddy Buquet,Rapport de match,,14.5,0.0,0.0,0.0,2.0,10.0,6.0,60.0,0.2,0.33,2022,Monaco
37,2022-02-13,13:00,Ligue 1,Journée 24,Dim,Domicile,N,0,0,Lorient,0.9,0.1,65.0,3963.0,Wissam Ben Yedder,4-1-4-1,Bastien Dechepy,Rapport de match,,15.2,0.0,0.0,0.0,0.0,15.0,4.0,26.7,0.0,0.0,2022,Monaco
38,2022-02-20,17:05,Ligue 1,Journée 25,Dim,Extérieur,N,1,1,Bordeaux,0.9,0.9,53.0,29557.0,Wissam Ben Yedder,4-1-4-1,Jérémie Pignard,Rapport de match,,20.5,1.0,0.0,0.0,0.0,12.0,4.0,33.3,0.0,0.0,2022,Monaco
39,2022-02-27,13:00,Ligue 1,Journée 26,Dim,Domicile,D,1,2,Reims,1.6,1.6,68.0,3982.0,Wissam Ben Yedder,4-1-4-1,Benoît Millot,Rapport de match,,17.7,0.0,0.0,0.0,1.0,18.0,5.0,27.8,0.06,0.2,2022,Monaco
41,2022-03-06,20:45,Ligue 1,Journée 27,Dim,Extérieur,V,1,0,Marseille,0.8,0.7,34.0,56510.0,Wissam Ben Yedder,4-4-2,Antony Gautier,Rapport de match,,13.5,0.0,0.0,0.0,1.0,5.0,2.0,40.0,0.2,0.5,2022,Monaco
43,2022-03-13,15:00,Ligue 1,Journée 28,Dim,Extérieur,D,0,1,Strasbourg,0.5,0.7,54.0,25231.0,Axel Disasi,4-2-3-1,Eric Wattellier,Rapport de match,,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,2022,Monaco
45,2022-03-20,13:00,Ligue 1,Journée 29,Dim,Domicile,V,3,0,Paris S-G,1.9,1.3,40.0,16642.0,Wissam Ben Yedder,4-1-4-1,Benoît Bastien,Rapport de match,,18.5,0.0,1.0,1.0,3.0,12.0,7.0,58.3,0.17,0.29,2022,Monaco
46,2022-04-03,15:00,Ligue 1,Journée 30,Dim,Extérieur,V,2,1,Metz,1.8,0.9,56.0,19812.0,Wissam Ben Yedder,4-2-3-1,Jérôme Brisard,Rapport de match,,15.7,0.0,0.0,0.0,2.0,15.0,4.0,26.7,0.13,0.5,2022,Monaco
47,2022-04-10,15:00,Ligue 1,Journée 31,Dim,Domicile,V,2,1,Troyes,0.6,1.0,56.0,4786.0,Wissam Ben Yedder,4-4-2,Mikael Lesage,Rapport de match,,23.7,1.0,0.0,0.0,2.0,11.0,3.0,27.3,0.18,0.67,2022,Monaco
48,2022-04-15,21:00,Ligue 1,Journée 32,Ven,Extérieur,V,3,2,Rennes,2.9,1.9,37.0,28336.0,Wissam Ben Yedder,4-2-3-1,Stéphanie Frappart,Rapport de match,,14.4,0.0,0.0,0.0,3.0,12.0,4.0,33.3,0.25,0.75,2022,Monaco
49,2022-04-20,19:00,Ligue 1,Journée 33,Mer,Domicile,V,1,0,Nice,2.0,0.8,47.0,10247.0,Wissam Ben Yedder,4-4-2,Benoît Millot,Rapport de match,,16.4,0.0,0.0,0.0,1.0,17.0,7.0,41.2,0.06,0.14,2022,Monaco
50,2022-04-23,19:00,Ligue 1,Journée 34,Sam,Extérieur,V,4,1,Saint-Étienne,2.9,1.1,44.0,30018.0,Wissam Ben Yedder,4-2-3-1,Bastien Dechepy,Rapport de match,,13.1,1.0,0.0,0.0,3.0,13.0,6.0,46.2,0.23,0.5,2022,Monaco
51,2022-05-01,15:00,Ligue 1,Journée 35,Dim,Domicile,V,2,0,Angers,2.1,0.6,43.0,4616.0,Wissam Ben Yedder,4-2-3-1,Hakim Ben El Hadj Salem,Rapport de match,,14.3,0.0,0.0,0.0,1.0,15.0,7.0,46.7,0.07,0.14,2022,Monaco
52,2022-05-06,21:00,Ligue 1,Journée 36,Ven,Extérieur,V,2,1,Lille,0.4,1.1,49.0,39088.0,Wissam Ben Yedder,4-2-3-1,François Letexier,Rapport de match,,22.7,2.0,0.0,0.0,2.0,9.0,3.0,33.3,0.22,0.67,2022,Monaco
53,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Domicile,V,4,2,Brest,3.3,1.6,56.0,,Wissam Ben Yedder,4-2-3-1,Jérôme Brisard,Rapport de match,,13.2,0.0,1.0,1.0,4.0,24.0,7.0,29.2,0.13,0.43,2022,Monaco
54,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Extérieur,N,2,2,Lens,1.2,2.3,39.0,,Wissam Ben Yedder,4-4-2,Benoît Bastien,Rapport de match,,18.7,1.0,0.0,0.0,2.0,12.0,4.0,33.3,0.17,0.5,2022,Monaco
0,2021-08-08,13:00,Ligue 1,Journée 1,Dim,Domicile,N,1,1,Lens,0.6,2.0,59.0,22567.0,Hamari Traoré,4-3-3,Bastien Dechepy,Rapport de match,,19.6,1.0,0.0,0.0,1.0,10.0,2.0,20.0,0.1,0.5,2022,Rennes
1,2021-08-15,15:00,Ligue 1,Journée 2,Dim,Extérieur,N,1,1,Brest,0.9,1.5,59.0,14271.0,Hamari Traoré,4-3-3,Benoît Bastien,Rapport de match,,13.3,0.0,0.0,0.0,1.0,7.0,2.0,28.6,0.14,0.5,2022,Rennes
3,2021-08-22,17:00,Ligue 1,Journée 3,Dim,Domicile,V,1,0,Nantes,0.9,0.5,62.0,27569.0,Hamari Traoré,4-2-3-1,Stéphanie Frappart,Rapport de match,,16.8,0.0,0.0,0.0,1.0,14.0,5.0,35.7,0.07,0.2,2022,Rennes
5,2021-08-29,15:00,Ligue 1,Journée 4,Dim,Extérieur,D,0,2,Angers,0.9,2.2,49.0,6473.0,Hamari Traoré,4-2-3-1,Antony Gautier,Rapport de match,,15.9,1.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2022,Rennes
6,2021-09-12,15:00,Ligue 1,Journée 5,Dim,Domicile,D,0,2,Reims,1.0,0.5,63.0,24486.0,Hamari Traoré,4-3-3,Thomas Léonard,Rapport de match,,17.3,1.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,2022,Rennes
8,2021-09-19,17:00,Ligue 1,Journée 6,Dim,Extérieur,D,0,2,Marseille,1.5,2.2,36.0,54188.0,Hamari Traoré,4-4-2,Willy Delajod,Rapport de match,,13.5,1.0,0.0,0.0,0.0,14.0,2.0,14.3,0.0,0.0,2022,Rennes
9,2021-09-22,19:00,Ligue 1,Journée 7,Mer,Domicile,V,6,0,Clermont Foot,2.4,0.3,56.0,24109.0,Benjamin Bourigeaud,4-3-3,Benoît Bastien,Rapport de match,,15.7,0.0,0.0,0.0,6.0,21.0,10.0,47.6,0.29,0.6,2022,Rennes
10,2021-09-26,13:00,Ligue 1,Journée 8,Dim,Extérieur,N,1,1,Bordeaux,2.1,0.7,53.0,16675.0,Hamari Traoré,4-4-2,Hakim Ben El Hadj Salem,Rapport de match,,17.1,0.0,0.0,0.0,1.0,18.0,8.0,44.4,0.06,0.13,2022,Rennes
12,2021-10-03,13:00,Ligue 1,Journée 9,Dim,Domicile,V,2,0,Paris S-G,0.8,1.4,34.0,28092.0,Hamari Traoré,4-4-2,Ruddy Buquet,Rapport de match,,18.1,0.0,0.0,0.0,2.0,12.0,4.0,33.3,0.17,0.5,2022,Rennes
13,2021-10-17,15:00,Ligue 1,Journée 10,Dim,Extérieur,V,3,0,Metz,2.2,0.9,65.0,15679.0,Hamari Traoré,4-4-2,Benoît Millot,Rapport de match,,13.2,0.0,0.0,0.0,3.0,21.0,8.0,38.1,0.14,0.38,2022,Rennes
15,2021-10-24,15:00,Ligue 1,Journée 11,Dim,Domicile,V,1,0,Strasbourg,1.5,0.6,63.0,27185.0,Hamari Traoré,4-4-2,Stéphanie Frappart,Rapport de match,,12.1,0.0,0.0,0.0,1.0,18.0,3.0,16.7,0.06,0.33,2022,Rennes
16,2021-10-31,15:00,Ligue 1,Journée 12,Dim,Extérieur,N,2,2,Troyes,1.4,1.6,62.0,8550.0,Hamari Traoré,4-4-2,Jeremy Stinat,Rapport de match,,13.5,0.0,0.0,0.0,2.0,13.0,5.0,38.5,0.15,0.4,2022,Rennes
18,2021-11-07,20:45,Ligue 1,Journée 13,Dim,Domicile,V,4,1,Lyon,3.8,1.1,48.0,28222.0,Hamari Traoré,4-4-1-1,Benoît Bastien,Rapport de match,,15.0,1.0,0.0,0.0,4.0,25.0,10.0,40.0,0.16,0.4,2022,Rennes
19,2021-11-20,21:00,Ligue 1,Journée 14,Sam,Domicile,V,2,0,Montpellier,3.1,0.7,67.0,27003.0,Hamari Traoré,4-3-3,Mikael Lesage,Rapport de match,,13.9,1.0,0.0,0.0,2.0,29.0,6.0,20.7,0.07,0.33,2022,Rennes
21,2021-11-28,15:00,Ligue 1,Journée 15,Dim,Extérieur,V,2,0,Lorient,1.1,0.9,58.0,16321.0,Hamari Traoré,4-4-2,Bastien Dechepy,Rapport de match,,18.4,0.0,0.0,0.0,2.0,11.0,5.0,45.5,0.18,0.4,2022,Rennes
22,2021-12-01,21:00,Ligue 1,Journée 16,Mer,Domicile,D,1,2,Lille,0.8,0.6,64.0,25392.0,Hamari Traoré,4-4-2,Stéphanie Frappart,Rapport de match,,16.8,0.0,0.0,0.0,1.0,10.0,2.0,20.0,0.1,0.5,2022,Rennes
23,2021-12-05,13:00,Ligue 1,Journée 17,Dim,Extérieur,V,5,0,Saint-Étienne,2.1,0.6,56.0,11257.0,Benjamin Bourigeaud,4-3-3,Thomas Léonard,Rapport de match,,14.1,0.0,0.0,0.0,4.0,17.0,10.0,58.8,0.24,0.4,2022,Rennes
25,2021-12-12,15:00,Ligue 1,Journée 18,Dim,Domicile,D,1,2,Nice,1.5,1.2,65.0,27892.0,Hamari Traoré,4-3-3,Willy Delajod,Rapport de match,,15.9,1.0,0.0,0.0,1.0,21.0,8.0,38.1,0.05,0.13,2022,Rennes
27,2021-12-22,21:00,Ligue 1,Journée 19,Mer,Extérieur,D,1,2,Monaco,1.2,1.4,52.0,5354.0,Hamari Traoré,4-3-3,Ruddy Buquet,Rapport de match,,18.5,0.0,0.0,0.0,1.0,16.0,6.0,37.5,0.06,0.17,2022,Rennes
29,2022-01-08,21:00,Ligue 1,Journée 20,Sam,Extérieur,D,0,1,Lens,0.3,0.7,42.0,5000.0,Benjamin Bourigeaud,4-3-3,Benoît Bastien,Rapport de match,,18.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,2022,Rennes
30,2022-01-16,13:00,Ligue 1,Journée 21,Dim,Domicile,V,6,0,Bordeaux,3.3,0.4,58.0,4951.0,Benjamin Bourigeaud,4-4-2,Bastien Dechepy,Rapport de match,,12.5,1.0,0.0,0.0,6.0,19.0,9.0,47.4,0.32,0.67,2022,Rennes
31,2022-01-23,15:00,Ligue 1,Journée 22,Dim,Extérieur,D,1,2,Clermont Foot,1.5,1.1,52.0,4535.0,Benjamin Bourigeaud,4-4-2,Thomas Léonard,Rapport de match,,14.5,0.0,0.0,0.0,1.0,13.0,4.0,30.8,0.08,0.25,2022,Rennes
32,2022-02-06,17:00,Ligue 1,Journée 23,Dim,Domicile,V,2,0,Brest,2.7,0.3,60.0,25409.0,Hamari Traoré,4-3-3,Johan Hamel,Rapport de match,,13.5,0.0,0.0,0.0,2.0,19.0,8.0,42.1,0.11,0.25,2022,Rennes
33,2022-02-11,21:00,Ligue 1,Journée 24,Ven,Extérieur,D,0,1,Paris S-G,0.7,1.0,37.0,47000.0,Hamari Traoré,4-3-3,Benoît Bastien,Rapport de match,,16.9,0.0,0.0,0.0,0.0,13.0,1.0,7.7,0.0,0.0,2022,Rennes
34,2022-02-20,15:00,Ligue 1,Journée 25,Dim,Domicile,V,4,1,Troyes,2.6,0.4,63.0,22967.0,Hamari Traoré,4-4-2,Clément Turpin,Rapport de match,,18.1,2.0,1.0,1.0,4.0,16.0,7.0,43.8,0.19,0.43,2022,Rennes
35,2022-02-25,21:00,Ligue 1,Journée 26,Ven,Extérieur,V,4,2,Montpellier,1.6,1.1,53.0,10000.0,Hamari Traoré,4-4-2,Amaury Delerue,Rapport de match,,18.2,0.0,1.0,1.0,4.0,10.0,8.0,80.0,0.3,0.38,2022,Rennes
36,2022-03-06,15:00,Ligue 1,Journée 27,Dim,Domicile,V,2,0,Angers,1.7,0.3,56.0,27693.0,Hamari Traoré,4-4-2,Benoît Millot,Rapport de match,,13.2,0.0,0.0,0.0,2.0,15.0,4.0,26.7,0.13,0.5,2022,Rennes
38,2022-03-13,17:05,Ligue 1,Journée 28,Dim,Extérieur,V,4,2,Lyon,1.1,1.3,39.0,46597.0,Hamari Traoré,4-3-3,Antony Gautier,Rapport de match,,17.2,0.0,0.0,0.0,4.0,9.0,7.0,77.8,0.44,0.57,2022,Rennes
40,2022-03-20,15:00,Ligue 1,Journée 29,Dim,Domicile,V,6,1,Metz,3.3,0.9,63.0,27966.0,Hamari Traoré,4-3-3,Willy Delajod,Rapport de match,,16.1,0.0,1.0,1.0,6.0,20.0,7.0,35.0,0.25,0.71,2022,Rennes
41,2022-04-02,17:00,Ligue 1,Journée 30,Sam,Extérieur,N,1,1,Nice,1.0,0.5,60.0,24086.0,Hamari Traoré,4-3-3,Benoît Bastien,Rapport de match,,16.3,1.0,0.0,0.0,1.0,13.0,3.0,23.1,0.08,0.33,2022,Rennes
42,2022-04-09,17:00,Ligue 1,Journée 31,Sam,Extérieur,V,3,2,Reims,1.5,2.4,59.0,10243.0,Hamari Traoré,4-2-3-1,Romain Lissorgue,Rapport de match,,15.3,1.0,0.0,0.0,3.0,14.0,8.0,57.1,0.21,0.38,2022,Rennes
43,2022-04-15,21:00,Ligue 1,Journée 32,Ven,Domicile,D,2,3,Monaco,1.9,2.9,63.0,28336.0,Hamari Traoré,4-2-3-1,Stéphanie Frappart,Rapport de match,,17.1,1.0,1.0,1.0,2.0,12.0,3.0,25.0,0.08,0.33,2022,Rennes
44,2022-04-20,21:00,Ligue 1,Journée 33,Mer,Extérieur,D,1,2,Strasbourg,0.9,2.6,62.0,25148.0,Hamari Traoré,4-2-3-1,Willy Delajod,Rapport de match,,16.3,0.0,0.0,0.0,1.0,11.0,3.0,27.3,0.09,0.33,2022,Rennes
45,2022-04-24,13:00,Ligue 1,Journée 34,Dim,Domicile,V,5,0,Lorient,1.6,0.6,58.0,28324.0,Hamari Traoré,4-3-3,Benoît Millot,Rapport de match,,14.3,0.0,0.0,0.0,5.0,12.0,7.0,58.3,0.42,0.71,2022,Rennes
46,2022-04-30,21:00,Ligue 1,Journée 35,Sam,Domicile,V,2,0,Saint-Étienne,1.6,0.4,73.0,27390.0,Hamari Traoré,4-3-3,Jeremy Stinat,Rapport de match,,16.1,0.0,0.0,0.0,2.0,13.0,3.0,23.1,0.15,0.67,2022,Rennes
47,2022-05-11,21:00,Ligue 1,Journée 36,Mer,Extérieur,D,1,2,Nantes,2.3,1.1,69.0,26359.0,Hamari Traoré,4-3-3,Antony Gautier,Rapport de match,,16.6,1.0,0.0,0.0,1.0,17.0,5.0,29.4,0.06,0.2,2022,Rennes
48,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Domicile,V,2,0,Marseille,1.5,0.5,40.0,,Hamari Traoré,4-3-3,Benoît Bastien,Rapport de match,,16.4,0.0,0.0,0.0,2.0,12.0,4.0,33.3,0.17,0.5,2022,Rennes
49,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Extérieur,N,2,2,Lille,1.0,1.5,50.0,,Hamari Traoré,4-3-3,Amaury Delerue,Rapport de match,,19.4,1.0,0.0,0.0,2.0,13.0,3.0,23.1,0.15,0.67,2022,Rennes
0,2021-08-08,15:00,Ligue 1,Journée 1,Dim,Domicile,N,0,0,Reims,0.8,0.2,61.0,18030.0,Dante,4-4-2,Johan Hamel,Rapport de match,,14.4,0.0,0.0,0.0,0.0,12.0,2.0,16.7,0.0,0.0,2022,Nice
1,2021-08-14,17:00,Ligue 1,Journée 2,Sam,Extérieur,V,4,0,Lille,2.2,1.0,38.0,30144.0,Dante,4-4-2,Jérôme Brisard,Rapport de match,,12.9,0.0,1.0,1.0,4.0,10.0,6.0,60.0,0.3,0.5,2022,Nice
2,2021-08-28,17:00,Ligue 1,Journée 4,Sam,Domicile,V,4,0,Bordeaux,3.1,0.8,43.0,,Dante,4-4-2,Jérémie Pignard,Rapport de match,,13.9,0.0,1.0,1.0,4.0,10.0,5.0,50.0,0.3,0.6,2022,Nice
3,2021-09-12,17:00,Ligue 1,Journée 5,Dim,Extérieur,V,2,0,Nantes,1.7,1.6,48.0,14597.0,Dante,4-4-2,Benoît Millot,Rapport de match,,14.5,0.0,0.0,0.0,2.0,9.0,3.0,33.3,0.22,0.67,2022,Nice
4,2021-09-19,13:00,Ligue 1,Journée 6,Dim,Domicile,N,2,2,Monaco,1.9,2.3,49.0,,Dante,4-4-2,François Letexier,Rapport de match,,18.5,0.0,0.0,1.0,2.0,11.0,4.0,36.4,0.18,0.5,2022,Nice
5,2021-09-22,21:00,Ligue 1,Journée 7,Mer,Extérieur,D,0,1,Lorient,2.3,0.5,62.0,10687.0,Dante,4-4-2,Romain Lissorgue,Rapport de match,,16.7,0.0,0.0,1.0,0.0,13.0,1.0,7.7,0.0,0.0,2022,Nice
6,2021-09-25,17:00,Ligue 1,Journée 8,Sam,Extérieur,V,3,0,Saint-Étienne,2.3,0.5,42.0,19980.0,Dante,4-4-2,Amaury Delerue,Rapport de match,,15.5,1.0,0.0,0.0,3.0,14.0,9.0,64.3,0.21,0.33,2022,Nice
7,2021-10-02,21:00,Ligue 1,Journée 9,Sam,Domicile,V,2,1,Brest,4.2,0.5,70.0,13503.0,Dante,4-4-2,António Nobre,Rapport de match,,13.2,1.0,0.0,0.0,2.0,21.0,9.0,42.9,0.1,0.22,2022,Nice
8,2021-10-17,13:00,Ligue 1,Journée 10,Dim,Extérieur,D,0,1,Troyes,0.5,1.1,61.0,7925.0,Dante,4-4-2,Johan Hamel,Rapport de match,,17.9,0.0,0.0,0.0,0.0,11.0,3.0,27.3,0.0,0.0,2022,Nice
9,2021-10-24,13:00,Ligue 1,Journée 11,Dim,Domicile,V,3,2,Lyon,2.3,2.0,43.0,24519.0,Dante,4-4-2,Jérôme Brisard,Rapport de match,,17.2,0.0,1.0,1.0,3.0,16.0,6.0,37.5,0.13,0.33,2022,Nice
10,2021-10-27,21:00,Ligue 1,Journée 3,Mer,Domicile,N,1,1,Marseille,2.3,0.8,45.0,,Dante,4-4-2,Clément Turpin,Rapport de match,,12.1,0.0,0.0,0.0,1.0,11.0,3.0,27.3,0.09,0.33,2022,Nice
11,2021-10-31,13:00,Ligue 1,Journée 12,Dim,Extérieur,V,2,1,Angers,1.0,1.1,63.0,6788.0,Dante,4-4-2,Willy Delajod,Rapport de match,,20.1,1.0,0.0,0.0,2.0,14.0,5.0,35.7,0.14,0.4,2022,Nice
12,2021-11-07,17:00,Ligue 1,Journée 13,Dim,Domicile,D,0,1,Montpellier,1.7,0.4,67.0,20157.0,Dante,4-4-2,Antony Gautier,Rapport de match,,15.4,0.0,0.0,0.0,0.0,22.0,6.0,27.3,0.0,0.0,2022,Nice
13,2021-11-21,17:00,Ligue 1,Journée 14,Dim,Extérieur,V,2,1,Clermont Foot,0.4,0.9,49.0,11683.0,Walter Benítez,4-4-2,Stéphanie Frappart,Rapport de match,,21.5,1.0,0.0,0.0,2.0,9.0,4.0,44.4,0.22,0.5,2022,Nice
14,2021-11-27,21:00,Ligue 1,Journée 15,Sam,Domicile,D,0,1,Metz,1.5,0.4,71.0,17033.0,Dante,4-4-2,François Letexier,Rapport de match,,19.7,0.0,0.0,0.0,0.0,20.0,1.0,5.0,0.0,0.0,2022,Nice
15,2021-12-01,21:00,Ligue 1,Journée 16,Mer,Extérieur,N,0,0,Paris S-G,0.8,1.8,30.0,47502.0,Dante,4-4-2,Clément Turpin,Rapport de match,,16.4,0.0,0.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,2022,Nice
